Accession;T1-02B001;T2-02B001;T3-02B001;T4-02B001;T5-02B001;T6-02B001;T7-02B001;T8-02B001;T1-02B002;T2-02B002;T3-02B002;T4-02B002;T1-02B004;T2-02B004;T3-02B004;T4-02B004;T5-02B004;T6-02B004;T7-02B004;T8-02B004;T1-02B006;T2-02B006;T3-02B006;T4-02B006;T5-02B006;T6-02B006;T7-02B006;T1-02B007;T2-02B007;T3-02B007;T4-02B007;T5-02B007;T6-02B007;T1-02B008;T2-02B008;T4-02B008;T6-02B008;T7-02B008;T1-02B009;T2-02B009;T3-02B009;T4-02B009;T5-02B009;T6-02B009;T7-02B009;T8-02B009;T1-02B010;T2-02B010;T3-02B010;T4-02B010;T5-02B010;T6-02B010;T7-02B010;T8-02B010;T1-02A001;T2-02A001;T3-02A001;T4-02A001;T5-02A001;T6-02A001;T7-02A001;T1-02A015;T2-02A015;T3-02A015;T4-02A015;T5-02A015;T6-02A015;T7-02A015;T1-02A020;T2-02A020;T3-02A020;T4-02A020;T5-02A020;T6-02A020;T7-02A020;T1-02A021;T2-02A021;T3-02A021;T4-02A021;T5-02A021;T6-02A021;T7-02A021;T2-02A022;T3-02A022;T4-02A022;T5-02A022;T6-02A022;T7-02A022;T1-02A023;T2-02A023;T3-02A023;T4-02A023;T5-02A023;T6-02A023;T1-02A025;T2-02A025;T3-02A025;T4-02A025;T5-02A025;T6-02A025;T7-02A025;T1-02A029;T2-02A029;T3-02A029;T4-02A029;T5-02A029;T6-02A029;T7-02A029
O14732;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;58,9;78,8;197,7;91;95,4;;;;;;;;;;;;;;;;;;;;;;179,0186125;238,2402707;184,0947547;232,1489002;245,177665;210,6598985;205,0761421;43,48612786;27,20144753;29,55367913;24,42702051;30,03618818;31,60434258;35,3437877;45,0872818;46,83291771;54,86284289;236,0099751;49,87531172;137,4064838;60,44887781;71,25867195;51,33795837;54,41030723;27,45292369;19,22695738;67,4925669;41,4271556;178,2934132;132,6347305;163,7724551;119,011976;145,6586826;123,8023952;91,45642202;30,04587156;140,1376147;76,89220183;79,30045872;37,7293578;194,054878;148,3231707;223,4756098;235,8231707;182,3170732;170,4268293;189,4817073;;;;;;;
O14744;43,8;38,8;3,9;13,2;4,6;10,8;7,8;7,4;78,7;63,1;24,5;11,2;465,8;106,8;157,1;11,5;14,8;12;13,5;12,8;107,5;43,8;52;39,2;46,1;40,1;64,2;10;6,4;5,2;18,4;6,2;7,9;166,4;49,1;38,7;16,5;16,7;;;;;;;;;4,4;2,9;1,9;6;2,7;1,8;1,4;1,3;15,74836522;2,567207556;14,48292565;1,398643739;2,264470816;7,326229111;0,90821022;13,85288146;7,996251757;7,902545682;13,46243948;12,50976105;15,16476652;12,79087928;5,053685315;6,159683539;3,422943408;13,56260596;4,520868653;24,00904174;5,990150965;15,48396459;7,255840952;6,63183863;6,385140038;6,036859672;8,068495139;5,79016108;18,86536374;15,90662324;20,16829533;29,77741585;25;23,12703583;17,96924373;8,773962503;12,85022119;8,057720666;7,836528334;6,814830419;8,754079478;1,746976387;4,121072503;1,753375568;2,297305945;3,999488066;2,412491201;13,48214895;1,884087651;3,303979794;3,276674176;2,225407878;3,50877193;0,785036521
O14745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,9;166,9;95,6;131,4;7,9;258,7;189,1;89;252,6946108;301,0479042;135,0299401;141,3173653;171,5568862;164,5209581;73,05389222;206,6465257;81,41993958;170,2416918;84,74320242;103,6253776;114,3504532;100,6042296;239,3548387;55,32258065;166,9354839;82,58064516;124,0322581;320,6451613;60,48387097;300,5607477;136,2616822;76,82242991;72,71028037;113,0841121;116,0747664;114,3925234;;;;;;;348,6315789;282,3157895;149,6842105;64,21052632;69,68421053;49,05263158;159,2274678;275,8226037;354,5064378;153,2188841;141,2017167;203,4334764;123,7482117;332,4213406;125,9917921;63,3378933;293,8440492;165,253078;470,7250342;56,77154583
O14773;107,4;185,6;211,1;58,8;108;82,3;43,3;19,9;81;113,3;221;72,1;60,4;65,2;167,6;72,6;5,5;212;5,8;4,5;69,5;84,3;254;224,5;471,3;150,8;224,5;11,8;38,8;85,3;62,8;67,5;27,3;15,4;62,1;70,2;14,8;44,9;100;848,3;236,3;329,4;1104;78,9;309,2;210;40,8;91,5;53,9;58,3;125,9;12,4;48,5;65;122,8822882;78,54785479;50,0550055;85,91859186;89,21892189;51,26512651;157,6457646;37,95585413;20,63339731;22,84069098;51,48752399;43,04222649;40,54702495;26,00767754;44,67984934;64,59510358;63,79472693;261,0169492;89,17137476;157,8154426;61,86440678;37,38148984;32,95711061;33,76975169;36,43340858;25,3724605;46,86230248;40,04514673;141,0714286;112,9464286;222,9910714;47,87946429;72,87946429;59,26339286;72,82878412;72,70471464;101,1166253;63,64764268;58,06451613;59,18114144;180,8022923;88,252149;91,69054441;93,98280802;148,9971347;67,47851003;96,56160458;117,866005;267,369727;213,0272953;250,9925558;146,0297767;112,2828784;98,01488834
O14791;181,2;146,9;136,4;5,4;92;121,2;158,6;30,4;209,3;263,1;8;96,1;169,4;186,8;88;68,9;42,4;74,2;139,2;33,3;74,1;143;0,6;1,4;165,5;2,4;1,9;64;54,1;92,8;11,1;63,7;26,8;86,3;78,2;57,9;61,2;22,4;167,4;186,5;238,6;1;150,3;32;40,9;13,7;49,1;76;62,6;63,1;200,9;52;159,1;241;81,31181676;54,71108798;46,85059865;43,05049453;30,08849558;41,22852681;79,54190526;53,57518402;34,54258675;29,23238696;28,75920084;25,55205047;35,38380652;24,60567823;37,26415094;10,70754717;50,4245283;30,51886792;60,56603774;15,56603774;26,03773585;62,38687783;27,77149321;65,15837104;83,76696833;53,67647059;45,24886878;47,9638009;161,047836;25,96810934;197,4943052;24,37357631;138,4965831;184,6241458;105,7116105;73,4082397;40,16853933;50,09363296;25;55,33707865;83,25;68,25;44,25;94,16666667;101;49,41666667;161,4166667;116,2352941;154,745098;159,5294118;104,7843137;135,8431373;76,54901961;200,4705882
O14818;6,7;2,9;13,9;48,6;6,6;3,9;2,5;1,8;26,9;9,2;746,7;17,1;1,5;2,5;0,9;36;20,9;55;99,4;70,2;51,6;35,2;11,8;661;8,7;33,3;25,3;11,8;8,4;1,6;25,6;1,1;5,8;15,3;18,7;11,6;5,2;5,9;45,9;21,6;5;500,7;28,6;23,2;61,3;15,4;12,6;22,9;15,2;11,2;2,5;11,8;4,8;2,1;10,6604064;3,317426108;13,35437192;10,98368227;11,4762931;24,93842365;13,72383005;3,257477243;0,929778934;1,879063719;2,750325098;1,540962289;1,872561769;1,124837451;6,540927952;5,401735194;3,651452282;20,63372312;3,130894002;23,40248963;6,684270087;6,808688388;4,970760234;3,540100251;4,92898914;4,051796157;5,733082707;5,785296575;0,260721028;5,259372471;0,368605592;1,114807156;0,395576733;0,29668255;14,10036457;5,071842162;42,67638859;6,294231182;11,88076346;3,51704911;11,44448437;2,254761049;2,245777937;1,868487244;1,760689903;3,171038448;1,266618757;15,99221131;0,787334914;1,981036234;1,278360989;2,12495767;1,413816458;1,743989164
O14841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,0344271;139,7525551;44,64766003;67,61699839;98,70898332;92,14631522;73,3189887;40,66068515;33,44208809;16,72104405;49,18433931;58,89070147;65,21207178;40,00815661;57,06447188;15,9122085;72,63374486;29,90397805;55,69272977;32,78463649;14,81481481;;;;;;;;85,65022422;21,07623318;49,23766816;13,2735426;113,5426009;55,24663677;67,80821918;30,2615193;27,95765878;17,93275218;32,00498132;15,75342466;;;;;;;;105,9306569;78,28467153;78,10218978;95,34671533;59,48905109;92,15328467;40,05474453
O14879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187,7708978;84,82972136;79,72136223;126,3157895;100,1547988;120,4334365;85,75851393;253,0324401;77,8561354;292,2425952;200,7052186;290,6911142;139,2101551;133,9915374;232,2981366;70,0310559;167,5465839;76,08695652;88,19875776;54,19254658;93,16770186;646,2882096;75,83697234;501,3100437;76,8558952;634,2066958;990,3930131;192,4433249;115,8690176;53,40050378;399,4962217;5,037783375;108,8161209;460;97,35849057;134,1509434;66,79245283;170;152,4528302;142,2641509;238,7165775;125,6684492;137,2192513;108,6631016;71,87165775;73,47593583;86,31016043
O14950;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;9,2;5;42,5;6,7;39,1;21;27,3;61,7;18;27;;;;;;;;;;;;;;;;;107,0282659;100,6875477;71,04660046;50,11459129;63,48357525;63,48357525;36,21084798;206,1611374;90,4028436;79,38388626;80,68720379;62,08530806;71,68246445;60,78199052;142,5755585;50,52562418;33,63994744;168,6596583;34,16557162;410,7095926;48,8173456;96,19450317;25,29950669;26,6384778;22,41014799;23,60817477;37,91402396;33,68569415;56,46017699;192,3893805;64,77876106;90,08849558;86,54867257;214,5132743;;;;;;;333,4792123;71,99124726;247,2647702;88,6214442;85,33916849;258,8621444;75,0547046;;;;;;;
O14964;855;92;109,6;44,8;35,1;1,6;15,8;20,8;339,3;312,3;124,7;52;;;;;;;;;743,6;116,2;34,8;113,5;35,8;18,5;17,6;317,4;136,3;53,2;62,5;39,9;17,5;351,2;100,8;31,4;12,1;14,2;554,3;57,4;68,3;14;100,4;54,4;19,1;5,8;548,2;351,2;261,2;125,6;98,1;177,3;80,1;104,8;86,26907074;98,05825243;24,87286177;60,79519186;35,36754508;41,28525196;29,03374942;78,43485994;26,7674522;59,04846598;94,44197421;143,4415296;102,5344598;34,5042241;54,00221321;20,28771671;88,60199188;31,46440428;44,96495758;48,87495389;27,0011066;56,5614302;17,15481172;50,05705591;23,81133511;41,84100418;26,62609357;30,42982122;66,68574699;15,5695478;39,03835146;26,90326274;38,69490555;35,94733829;;;;;;;;;;;;;;51,74148607;78,28947368;65,28637771;106,1145511;71,40092879;105,379257;74,38080495
O14974;;;;;;;;;51,9;142,7;41,5;136,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,2;101,5;60;90,4;28,7;14,1;17,7;19,3;145,3104359;105,0198151;64,06869221;74,37252312;61,55878468;80,38309115;62,28533686;79,33723197;28,71994802;28,52501624;83,04093567;59,194282;104,7433398;51,33203379;8,852649971;4,076878276;12,52184042;15,14269074;18,69539895;14,50203844;12,69656377;58,24742268;31,36966127;13,62297496;17,89396171;16,93667158;19,73490427;19,95581738;447,1291866;11,48325359;287,7990431;8,851674641;332,7751196;250;;;;;;;69,82707215;9,242695289;22,95766249;13,47644603;11,98568873;17,05426357;18,60465116;109,5681626;28,3657917;44,87722269;30,90601185;29,12785775;40,98221846;49,957663
O14980;2,2;41,3;10;143,6;6,1;1,7;3,1;3,3;30,3;44,6;68,5;9,1;19,4;6,6;34,7;35,8;36,5;10,5;41,5;0,5;1,8;7,5;33,8;40,3;49,5;1,4;4,8;3,2;47,4;28,9;57,7;20,3;33,6;60,9;38,4;19,4;8;10,4;4,7;45,8;5,5;167,2;14,6;3;5,4;20,5;49,7;44,4;35,2;131,3;25,8;24,5;18,9;14,2;64,38953488;42,1875;48,61918605;50;61,19186047;35,9375;42,33284884;47,38292011;7,713498623;14,20700512;22,03856749;16,8437623;25,6591893;17,15859898;19,55654102;11,61862528;10,77605322;25,54323725;10,35476718;29,22394678;10,79822616;28,16610782;7,015733815;5,02966211;4,926489554;6,319319061;10,85891153;7,376837761;9,171195652;4,313858696;9,476902174;3,872282609;6,691576087;9,391983696;25,95328066;3,79594641;6,063208519;4,929577465;3,34936448;1,872208863;21,02203923;3,560184064;9,711794623;2,833615888;5,52191814;11,57665294;3,802373456;34,60635467;2,347785256;7,88855846;4,069494444;2,692127093;2,707778995;2,066051025
O15033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160,1408451;182,9577465;163,5211268;149,8591549;187,6056338;96,90140845;231,2676056;129,0130797;148,7514863;98,45422117;102,9726516;100,3567182;209,0368609;138,1688466;129,0033595;36,05823068;267,525196;95,63269877;308,174692;57,22284434;41,54535274;135;71,77083333;248,9583333;305,625;134,7916667;204,6875;342,7083333;270,01321;8,454425363;261,0303831;3,302509908;192,8665786;135,7992074;152,7458493;72,28607918;75,86206897;75,98978289;39,8467433;46,36015326;95,40078844;87,77923784;65,44021025;92,11563732;174,6386334;102,3653088;235,348226;162,1212121;248,4848485;305,1515152;152,4242424;156,969697;145,5555556;396,6666667
O15067;524,9;374,2;128,5;62,8;49,4;87,1;65,7;21,5;259,1;164,3;94,3;31,4;16880,1;4550;4628,4;262,3;10,4;8,2;141,9;133,2;302,4;65,9;109,4;173,8;30,8;92,8;26,5;173,4;49,6;20,4;72,9;30,1;19,4;297,5;79,8;15,9;10,2;26,2;293;78,9;37,7;101,8;82,4;13,1;88,3;29,5;161,8;66;51,3;46;26,9;29,6;24,9;20,6;58,98459783;105,8756418;34,51226469;119,110097;129,0359384;80,71876783;63,14888762;15,04536822;12,66089892;13,16733488;24,05570796;19,85650981;16,67018358;19,47668284;11,94029851;19,52736318;18,32504146;81,13598673;22,78192371;52,50829187;27,94361526;29,81335953;13,50687623;9,503929273;8,128683694;8,521611002;13,13850688;9,012770138;33,28825783;5,048456164;31,71061528;2,231237323;32,2515213;31,01194501;17,07452725;6,414534668;16,62958843;5,320726733;5,969595847;4,931405265;25,06917543;16,29773105;29,35805202;18,6773658;24,3220808;30,38184837;19,97786386;23,52171638;18,02721088;21,74254317;24,62061748;10,17791732;22,71062271;5,520669806
O15116;369,1;36,6;195;426,3;253;18188,6;637;1646,9;;;;;;;;;;;;;;;;;;;;3,4;5,9;0,9;31,4;0,1;15,9;29,4;232,1;20,2;885,4;200,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,17274472;15,96580003;4,658872797;33,90333275;114,0813122;19,83946955;28,87803176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O15143;8,9;55,5;38,2;575,2;18,8;14,1;20,3;12,5;14,5;22,3;426,4;22,5;10,7;10,9;33,3;307,1;32,4;419,9;866,1;820,6;11,7;33,5;158,5;355;63,5;282,5;15,6;14,6;161,4;72,3;228,3;29,4;65,3;12,1;52;36,6;23,5;18,6;10,6;34,5;8,1;479,6;12,5;8,9;33,4;64,8;10,6;28,3;16,8;98,5;17,1;40;12,2;15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O15144;12,4;100,8;73,5;494,7;48,6;47,4;69,2;35,5;8,3;13,5;406,4;14,8;16,1;12,5;46,5;516,5;224,6;566,4;1291,8;2015,5;8,1;21,9;327,4;347,9;47,9;337,8;48;3,8;20,5;14,5;76,5;10,9;27,1;5,8;25,6;25,2;29,5;23,8;11,9;42,1;17,2;670,2;37;22,7;44,1;97,7;9,3;26,7;17,8;79,9;17;44,8;19,9;23,6;100,5867014;100,9778357;61,40808344;45,50195567;61,01694915;79,79139505;31,09517601;67,4289246;37,76266996;34,98145859;52,47218789;62,05191595;39,24598269;36,9592089;169,8828394;31,15093039;74,29359063;93,45279118;84,35561682;125,5685734;86,28532047;137,3146623;41,18616145;47,77594728;32,12520593;27,67710049;62,35584843;43,57495881;35,39891557;45,93338497;54,14407436;11,07668474;45,46862897;48,10224632;115,1490733;77,92103143;117,0024174;75,02014504;59,46817083;51,73247381;120,3547297;55,06756757;124,7466216;62,9222973;74,49324324;99,74662162;53,96959459;97,79474131;56,31891433;89,48261238;69,5504665;41,47582697;50,89058524;27,98982188
O15145;19,3;236,4;147,7;467,2;92,2;65,4;162,8;46,4;26,4;43,1;368;62,3;32,7;24,8;91,5;363,9;124,5;360,2;481,4;675,6;28;69,1;214;219,4;165,3;181,4;26,9;14,9;80;62;167;40,7;88,4;15,8;40,5;24,2;37,9;28,7;26,2;129,3;72,2;260,1;142,5;52,2;119,9;139,6;50,3;81,9;54,3;173,7;66,9;101;61,8;66,6;143,1122449;128,5714286;95,74829932;69,64285714;84,86394558;94,72789116;61,56462585;59,98221432;21,65406847;22,94353046;33,39261894;33,34815474;26,01156069;24,45531347;172,9749632;43,15169367;92,70986745;101,6200295;87,77614138;101,7673049;82,98969072;139,7727273;40,25974026;52,19155844;39,69155844;31,98051948;73,05194805;51,13636364;79,58477509;53,8638985;100,2306805;40,59976932;88,92733564;93,19492503;136,1007463;89,27238806;106,1567164;86,19402985;68,56343284;74,44029851;135,0840336;68,38235294;138,7605042;86,55462185;98,42436975;117,2268908;76,15546218;158,59375;88,61607143;114,7321429;116,40625;96,20535714;99,88839286;50,55803571
O15212;338,3;249;250,6;87,9;139,3;377,7;178,4;233,3;169;209;93,3;190,3;421,3;324,7;239,5;61,8;30,6;4,3;32,1;13,3;222,3;123,1;81,7;56;99,5;19,7;4,3;233,2;143;94,6;39,9;138,8;79,5;289,9;136,1;50,5;75;294,9;135,1;134,6;50,7;3,6;117,3;19,8;110,1;87,1;198,4;207;136,5;47,1;65,7;124,9;99,3;66;142,5904317;117,386231;65,92765461;87,74795799;98,13302217;144,4574096;86,81446908;137,9844961;64,2303433;86,26799557;121,9269103;136,2126246;184,8283499;135,3266888;113,4709931;144,346116;212,7826942;179,4493609;284,3657817;148,2792527;153,3923304;123,4217749;87,64867338;114,3641354;84,90393413;46,29460201;97,25526075;146,1116194;160,9391676;84,8452508;147,2785486;51,44076841;107,3639274;110,565635;122,2570533;86,93834901;97,70114943;63,84535005;57,8892372;105,53814;125,027933;146,3687151;178,4357542;126,0335196;194,7486034;130,3910615;137,5418994;;;;;;;
O15263;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,8;12,8;117,6;88,8;89,2;1099,5;8,9;14,3;167,5;914,8;812,7;;;;;;;;;;;;;;;;;;;;;;;;129,0262172;142,3220974;45,88014981;30,52434457;46,44194757;57,11610487;92,13483146;80,83140878;162,817552;107,1593533;111,778291;45,03464203;69,74595843;56,81293303;57,98165138;94,49541284;304,2201835;338,1651376;142,3853211;161,1009174;136,5137615;;;;;;;;;;;;;677,7777778;165,3968254;313,8095238;274,2857143;208,8888889;147,7777778;243,8095238;;;;;;;
O15305;53,6;165,4;125,3;22,1;25,3;13,8;31,8;3,4;102,7;107,1;71,7;11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65,8;64,6;84,4;140,4;117,2;80,2;36,8;60,3;128,6800652;107,2243346;74,85062466;62,08582292;76,69744704;130,3096143;71,26561651;87,71384137;26,8273717;39,58009331;93,62363919;84,60342146;109,0202177;92,37947123;205,380117;37,66081871;244,7953216;61,16959064;193,6842105;47,13450292;56,60818713;;;;;;;;124,6192893;13,45177665;101,0998308;1,184433164;95,00846024;52,28426396;68,81481481;33,85185185;17,18518519;16,07407407;7,407407407;17,11111111;155,3763441;43,93241167;56,98924731;39,93855607;40,93701997;65,89861751;38,55606759;57,81438329;29,04781037;41,3017276;31,21735637;21,45439936;21,61510647;21,81599036
O15355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,6429652;127,5340393;138,5779123;129,5007564;213,1618759;232,2239032;268,2299546;108,5691188;63,70250606;45,35165724;144,9474535;89,57154406;73,5650768;67,25949879;135,3036437;13,92712551;97,32793522;13,44129555;127,854251;92,06477733;44,29149798;158,7697423;25,35328346;33,33333333;34,08146301;32,66832918;20,03325021;37,90523691;79,91845056;7,44138634;86,03465851;3,873598369;196,941896;42,50764526;;;;;;;142,0596728;114,6294514;77,57459095;50,81809432;72,66602502;110,4908566;59,67276227;121,0974456;33,20719016;42,1948912;166,1305582;99,5269631;139,0728477;34,24787133
O15389;;;;;;;;;9,9;18,9;148,4;1,5;;;;;;;;;5,6;12,7;653,6;77,8;41,1;107,5;156,4;;;;;;;0,6;8;83,9;1,6;25,6;;;;;;;;;;;;;;;;;;;;;;;;131,0734463;191,6666667;168,5028249;150,2824859;114,5480226;220,1977401;119,6327684;60,6187291;44,06354515;37,45819398;223,8294314;64,13043478;164,0468227;73,91304348;50,42412818;91,32893497;103,864279;138,9255419;80,8671065;122,7144204;92,64844486;;;;;;;81,72544448;16,72981638;31,12795103;18,30370154;42,58233751;15,76799767;;;;;;;;;;;;;;
O43143;109,7;326,5;492,4;342,3;72,7;5,9;79,3;19,7;43,5;84,1;267,9;20,2;;;;;;;;;91,1;90;50,2;332,4;96,8;48,9;3,8;52,9;97,7;49,9;139,5;14,4;20,3;37,4;115,1;32,7;8,7;5,9;69,8;293,9;0,1;424,8;69,8;11;84,7;86,6;40,9;78,7;41,5;140,5;32,4;48,4;28,6;27,5;158,8185654;125,4008439;100,5063291;66,58227848;73,08016878;105,8227848;60,33755274;37,23105706;22,73152479;27,595884;33,95696913;27,9232928;20,39289055;23,94761459;113,9653415;53,82262997;71,86544343;90,41794088;77,47196738;122,6299694;63,20081549;;;;;;;;140,6779661;52,00713649;157,6271186;44,24620874;165,6556646;121,587868;90,89506173;38,19444444;57,79320988;29,62962963;20,29320988;22,68518519;84,0684661;30,48057933;51,67873601;26,99144174;28,11059908;51,41540487;29,95391705;93,51604278;32,68716578;51,87165775;50,73529412;50,93582888;45,72192513;46,12299465
O43240;52,1;47,5;12;109,1;223,4;552,7;608,4;1093,6;;;;;;;;;;;;;;;;;;;;17,9;4,5;86,4;90,9;159,4;1517,8;39,9;29,9;275,2;1515,1;1530;4,4;34,2;56,7;34,5;100,2;1091,8;156,5;438,9;33,8;27,1;30;66,8;56,8;124,3;497,5;411,6;787,5647668;785,492228;782,3834197;31,60621762;137,8238342;79,2746114;35,75129534;301,5503876;180,620155;124,0310078;54,65116279;167,4418605;258,9147287;315,1162791;;;;;;;;139,4126739;62,44204019;146,6769706;137,5579598;109,8918083;194,5904173;148,3771252;170,6552707;306,8376068;226,2108262;279,7720798;340,1709402;226,2108262;174,4588745;460,6060606;417,5324675;291,7748918;360,6060606;312,5541126;401,5957447;294,9468085;477,9255319;609,0425532;469,6808511;178,9893617;331,1170213;370,5729167;127,8645833;116,6666667;326,8229167;176,0416667;277,8645833;143,75
O43242;229,6;117,1;47,1;30,7;45,1;64,6;85;77,6;45,1;31;40,8;6,2;2,1;0,5;2,9;53,2;16,1;8,8;0;4,7;48,6;9;102,2;37,7;18,1;4,5;2,3;150,1;61,1;15,8;18,7;16,6;8,8;76,5;12,7;0,3;3,2;2,6;44,1;18;3;6,2;6,9;1,4;4,9;16,8;31,7;19,1;12,5;14,5;11,5;5,1;6,3;6,4;;;;;;;;82,54223652;14,64199517;52,13193886;37,00724055;34,59372486;36,04183427;20,19308126;;;;;;;;205,7692308;108,8859416;24,80106101;21,41909814;17,97082228;194,7612732;83,22281167;11,42269102;35,42577824;11,29405711;17,93156676;15,53897607;95,36917932;45,34447968;33,29489767;26,28999712;48,60190257;42,95185933;24,04151052;36,42912272;13,99536918;23,77154618;15,79624389;18,5747363;21,63622331;19,24363262;33,12723723;47,54311747;44,67946632;32,47640742;10,08786202;20,50113895;13,76505044
O43396;1805,7;252,8;266,6;13,6;88,6;50,5;67,5;21,9;1454,3;560;21,7;136,9;1796,5;1100,4;554,6;0,1;0,4;6,9;5,5;1,2;1492,4;523,5;58;16,8;63,2;41,2;16,5;1144,8;270;27,1;31,7;46,7;17,4;1067,3;341,3;8;20,4;21,7;2644,6;368,1;178,1;15,4;504,2;88,2;261,1;12,7;646,1;496,5;281,4;64,3;43,5;121,5;130,1;59,3;86,26980317;127,2683629;12,91406625;64,76236198;59,91358617;39,8943831;71,91550648;29,19212492;28,34351663;31,70400543;45,96062458;37,64426341;40,63136456;41,37813985;33,11921891;9,660842754;39,38848921;15,69886948;32,75950668;37,07605344;10,8684481;76,68125746;29,36729009;33,70473538;25,06963788;34,97811381;28,17349781;52,88499801;123,0298393;29,15072686;115,3022188;25,78423871;141,5455241;121,2700842;29,31472081;59,64467005;28,68020305;21,44670051;6,091370558;24,04822335;51,77733065;142,3205902;95,17102616;50,70422535;97,518444;94,23205902;101,3413816;42,03917629;92,81767956;69,31190357;163,4856856;118,8849824;149,5730789;48,01607233
O43399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,9368486;136,7872471;20,7847946;276,2722256;54,44512569;55,5487431;27,52912324;59,22199866;34,94299128;45,60697518;59,28906774;321,1267606;266,4654594;23,34004024;;;;;;;;130,7692308;42,43448859;115,3846154;46,99915469;71,17497887;34,48858833;56,21301775;;;;;;;;;;;;;30,07594937;103,7974684;51,89873418;15,74683544;26,88607595;22,6835443;19,74683544;50,09185548;255,2969994;212,0636865;282,2412737;70,91243111;147,0912431;202,0820576
O43447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,18348624;81,07798165;81,07798165;92,88990826;75,5733945;77,06422018;110,6651376;151,8707483;45,74829932;129,4217687;71,59863946;94,21768707;143,0272109;66,15646259;106,5420561;134,8909657;129,5950156;178,5046729;99,06542056;147,8193146;195,9501558;;;;;;;94,2394822;74,75728155;57,73462783;32,36245955;43,88349515;36,50485437;247,6106195;122,1238938;250,619469;37,87610619;99,46902655;208,1415929;133,8053097;;;;;;;
O43488;422,1;217,6;93,7;157,2;127,5;41;82,6;15,5;157,3;73,3;83,7;18,8;351;113,6;82,2;90,4;60,4;1,5;158;83,6;181,2;62,3;72,5;150,4;33,3;98,9;27,7;15,8;9,9;8,8;102,7;10,7;39,1;4,2;27,2;79,2;0,9;9,6;56,4;36,7;11,5;83,2;27,2;29,7;84,8;63,6;58,8;19,7;13,5;69,8;9,5;21,9;11;9,1;221,0805085;39,19491525;94,70338983;32,62711864;24,84110169;85,43432203;42,21398305;35,23173606;16,69285153;25,64807541;23,56637863;21,95600943;22,58444619;34,5247447;45,42042042;16,55405405;33,55855856;52,32732733;37,68768769;85,66066066;32,77027027;72,53044655;23,04916554;13,12584574;15,87731168;13,80243572;21,01939558;42,89580514;88,5483871;33,70967742;94,11290323;16,0483871;94,91935484;149,8387097;90,50371594;98,34847234;105,9454996;63,58381503;43,93063584;51,44508671;98,51116625;115,3019024;150,2067825;67,16294458;72,70471464;174,5244003;72,04301075;86,26476072;20,75823493;27,22187694;31,44810441;27,96768179;37,66314481;11,12492231
O43566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,6863905;253,3727811;135,147929;82,72189349;140,2366864;104,4970414;119,7633136;182,328907;44,63738509;82,32890705;151,9918284;136,5679265;146,8845761;89,58120531;89,75501114;31,62583519;187,3051225;80,06681514;171,4922049;147,2160356;75,83518931;82,91855204;40,78054299;12,21719457;13,12217195;27,20588235;28,11085973;36,87782805;73,43635026;24,20897719;83,00220751;54,01030169;77,0419426;65,85724798;;;;;;;73,68421053;50,73099415;73,46491228;20,39473684;38,88888889;64,83918129;31,21345029;128,2282282;193,4934935;188,2882883;119,7197197;61,46146146;49,54954955;93,99399399
O43583;;;;;;;;;1306,2;254,5;18,7;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,0932203;356,1440678;40,36016949;56,03813559;26,16525424;84,74576271;56,03813559;253,8694992;88,46737481;120,3338392;140,3641882;184,6737481;196,9650986;92,86798179;253,8053097;21,0619469;178,9380531;41,94690265;211,3274336;77,52212389;59,6460177;574,2574257;155,8415842;369,5049505;188,7128713;125,3465347;317,6237624;498,6138614;;;;;;;;;;;;;;;;;;;;;;;;;;
